id,age,job,work_experience(months),education,monthly_income,total_loans_count,active_loans_count,max_delay_days,possessions,count_dependents,marrige,credit_score
423,44,worker,14,phd,816231,4,1,8,7,1,married,0.49
424,41,student,8,master,100524,3,1,11,4,1,married,0.58
425,48,student,0,master,129185,4,2,5,4,2,single,0.48
426,25,unemployed,6,master,106447,1,0,23,2,1,single,0.46
427,41,unemployed,31,master,47143,6,4,6,3,0,single,0.42
428,45,student,11,master,180645,5,2,13,4,2,single,0.42
429,18,student,23,bachelor,51929,1,0,18,1,0,single,0.43
430,23,worker,56,bachelor,500024,2,0,5,4,0,single,0.64
431,18,worker,21,none,356727,3,0,18,4,0,single,0.44
432,32,student,5,master,84658,4,1,21,2,0,married,0.38
433,42,worker,16,bachelor,216127,2,1,0,5,2,married,0.45
434,50,student,18,master,129949,2,1,5,5,1,single,0.55
435,35,entrepreneur,164,master,210699,0,0,31,3,1,single,0.47
436,51,entrepreneur,70,bachelor,1455290,2,1,0,11,2,married,0.58
437,21,worker,34,none,247754,2,1,5,0,1,single,0.54
438,18,worker,85,none,314270,2,0,16,4,0,single,0.5
439,34,unemployed,13,master,0,3,2,6,3,3,married,0.49
440,38,unemployed,7,bachelor,33997,2,1,13,6,2,divorsed,0.44
441,34,student,7,master,30935,5,4,19,3,2,single,0.32
442,18,student,1,none,69242,4,1,2,2,1,single,0.46
443,34,worker,11,master,749054,3,2,2,8,1,single,0.51
444,21,student,12,bachelor,79830,3,1,13,2,0,single,0.41
445,41,worker,58,bachelor,245626,3,1,4,3,2,married,0.47
446,38,worker,99,master,606203,5,2,3,8,2,married,0.6
447,25,worker,26,bachelor,236951,3,2,9,3,1,married,0.52
448,29,worker,62,master,318575,3,1,34,4,0,married,0.54
449,24,worker,81,bachelor,434810,1,0,2,4,0,single,0.59
450,34,unemployed,16,master,42123,2,1,12,5,0,married,0.46
451,44,student,5,master,146923,2,0,11,5,1,divorsed,0.45
452,25,worker,68,bachelor,531023,4,3,14,6,0,single,0.49
453,40,student,5,bachelor,14550,4,2,7,3,1,single,0.42
454,29,student,20,bachelor,195363,0,0,14,5,1,single,0.48
455,27,worker,9,bachelor,446172,3,0,0,4,3,married,0.61
456,33,student,20,bachelor,157601,2,0,8,2,0,single,0.51
457,24,student,8,bachelor,35260,1,0,1,2,1,single,0.5
458,29,student,4,bachelor,110014,3,1,9,3,0,single,0.48
459,23,worker,79,bachelor,510767,3,0,13,3,1,single,0.55
460,54,entrepreneur,122,master,548721,6,1,5,7,2,married,0.63
461,35,student,7,master,136312,2,1,11,3,4,married,0.51
462,28,worker,92,master,435546,6,5,33,6,1,married,0.48
463,37,student,3,bachelor,112361,2,1,30,3,1,single,0.34
464,33,worker,63,bachelor,316221,1,0,3,5,0,single,0.62
465,32,worker,42,bachelor,489173,2,0,2,6,2,single,0.56
466,41,worker,76,phd,750631,2,0,10,8,1,single,0.53
467,42,unemployed,5,bachelor,11498,3,1,6,4,3,divorsed,0.52
468,29,unemployed,12,bachelor,37103,4,2,1,3,2,single,0.47
469,29,student,18,bachelor,151355,5,4,1,1,0,single,0.51
470,32,entrepreneur,110,master,1255656,8,7,3,7,1,married,0.54
471,18,student,17,none,65799,3,2,68,1,1,single,0.19
472,19,unemployed,31,none,71699,3,1,4,1,0,married,0.47
473,48,worker,19,bachelor,266393,5,4,0,5,0,single,0.56
474,51,worker,16,master,129754,4,2,4,5,0,single,0.47
475,32,student,9,bachelor,192106,2,0,2,4,0,married,0.56
476,40,student,16,master,92526,3,1,4,2,2,married,0.51
477,38,entrepreneur,24,master,136880,2,1,7,5,0,married,0.47
478,65,unemployed,24,master,43141,1,0,27,7,3,married,0.46
479,46,worker,39,master,189974,4,2,0,5,3,single,0.53
480,33,entrepreneur,71,master,1008313,3,1,13,8,2,married,0.62
481,25,entrepreneur,190,master,776259,3,2,0,7,0,single,0.75
482,18,worker,10,none,400096,3,0,1,3,3,single,0.56
483,37,student,15,bachelor,83620,1,0,5,4,2,married,0.52
484,27,student,9,master,112542,3,1,18,1,1,single,0.46
485,20,worker,37,none,400512,1,0,8,3,2,single,0.56
486,28,student,11,master,22522,6,1,10,2,2,married,0.46
487,24,student,19,bachelor,178606,2,1,0,2,0,single,0.55
488,51,student,12,phd,164640,2,0,17,5,2,married,0.46
489,43,student,20,master,118619,4,2,4,5,2,married,0.51
490,34,unemployed,15,master,82203,5,2,1,4,2,married,0.33
491,49,student,21,bachelor,107909,1,0,0,5,1,divorsed,0.46
492,35,worker,59,phd,569702,6,2,19,3,3,married,0.54
493,26,worker,46,bachelor,296881,3,2,5,4,0,single,0.53
494,50,worker,53,bachelor,311230,2,1,14,7,2,married,0.42
495,40,student,18,bachelor,109911,5,3,7,3,1,married,0.46
496,24,worker,52,master,8489,4,2,8,3,0,single,0.5
497,33,student,17,bachelor,125884,4,2,32,4,0,single,0.42
498,26,worker,81,bachelor,643274,3,1,10,5,1,single,0.59
499,21,student,13,none,65315,2,1,8,2,2,single,0.54
500,44,worker,43,master,391800,4,2,8,6,2,married,0.55
501,54,worker,97,master,640965,4,2,7,7,4,married,0.58
502,21,worker,18,none,114813,2,1,33,2,1,single,0.32
503,40,worker,81,master,642018,7,4,4,7,1,married,0.57
504,28,worker,27,master,412155,0,0,0,6,2,married,0.59
505,30,entrepreneur,141,bachelor,1141853,1,0,1,9,1,single,0.8
506,29,student,12,bachelor,111357,1,0,15,1,0,married,0.47
507,26,entrepreneur,24,bachelor,809937,1,0,25,5,1,married,0.49
508,35,entrepreneur,68,bachelor,1828863,7,2,0,12,1,married,0.62
509,26,worker,39,bachelor,514625,0,0,0,5,1,single,0.63
510,37,worker,24,master,662944,3,1,1,7,0,married,0.62
511,34,worker,14,phd,786447,5,2,1,10,2,single,0.54
512,32,student,19,bachelor,93040,4,3,1,4,0,married,0.52
513,25,student,0,master,143841,2,1,4,3,1,married,0.47
514,29,student,12,bachelor,89671,2,1,5,3,1,single,0.48
515,42,student,1,bachelor,41249,3,2,7,4,1,married,0.45
516,40,worker,84,master,270883,4,1,15,6,1,divorsed,0.49
517,25,entrepreneur,68,master,503709,1,0,8,4,0,married,0.67
518,35,student,15,bachelor,153030,2,1,0,3,0,married,0.47
519,42,unemployed,10,master,116478,0,0,16,5,3,single,0.4
520,18,unemployed,14,none,19115,5,4,13,2,1,single,0.45
521,40,unemployed,5,bachelor,38309,2,1,14,4,2,single,0.44
522,28,entrepreneur,25,bachelor,2401326,0,0,8,14,2,married,0.7
523,40,worker,32,master,912865,1,0,5,11,2,married,0.57
524,27,student,5,master,147328,3,2,1,2,1,single,0.48
525,18,worker,24,none,508324,1,0,29,4,1,single,0.4
526,18,worker,42,bachelor,539325,2,1,20,5,0,single,0.59
527,35,entrepreneur,138,bachelor,888118,3,1,2,7,2,single,0.65
528,37,unemployed,10,master,96572,3,2,3,4,0,married,0.42
529,25,worker,9,bachelor,264430,4,2,0,3,0,married,0.52
530,41,worker,63,master,497416,5,2,13,7,0,married,0.63
531,18,student,8,bachelor,26725,4,2,10,2,1,single,0.52
532,34,student,8,master,101041,4,3,15,4,3,married,0.46
533,22,worker,45,bachelor,536613,4,2,1,4,1,single,0.56
534,28,worker,20,bachelor,308943,2,1,1,4,0,married,0.54
535,35,entrepreneur,15,master,1249399,3,1,19,8,0,married,0.43
536,26,worker,95,master,459453,2,1,11,5,4,married,0.68
537,31,unemployed,19,bachelor,69530,4,2,3,6,4,single,0.53
538,45,worker,23,bachelor,576016,3,1,5,7,0,married,0.65
539,29,entrepreneur,192,bachelor,533135,2,1,5,5,2,single,0.72
540,43,student,2,bachelor,164316,2,0,6,5,0,single,0.52
541,23,entrepreneur,193,master,1296380,1,0,4,8,0,single,0.85
542,40,worker,46,master,689754,1,0,31,9,2,married,0.37
543,49,student,8,bachelor,36775,3,1,4,6,2,divorsed,0.47
544,18,student,20,bachelor,47009,3,1,4,1,1,single,0.51
545,27,unemployed,23,bachelor,55507,3,2,18,2,0,single,0.53
546,40,student,3,bachelor,62929,4,2,0,4,1,married,0.55
547,32,worker,90,bachelor,528397,2,1,15,6,1,single,0.6
548,38,worker,44,master,652985,1,0,2,7,4,married,0.61
549,28,worker,12,master,236983,4,3,8,5,0,single,0.45
550,35,entrepreneur,136,bachelor,745055,3,1,3,9,2,married,0.62
551,33,worker,28,master,162755,8,5,20,3,3,single,0.44
552,46,worker,90,bachelor,211904,8,4,25,4,4,married,0.44
553,37,unemployed,30,bachelor,62230,3,2,2,2,3,single,0.49
554,38,entrepreneur,134,bachelor,933676,4,2,21,7,2,single,0.63
555,30,entrepreneur,180,bachelor,758000,2,1,1,7,1,single,0.71
556,30,worker,94,master,273789,4,1,5,2,0,married,0.65
557,30,student,22,master,0,3,2,0,3,2,single,0.5
558,38,worker,49,bachelor,493808,4,1,4,5,1,married,0.54
559,30,entrepreneur,113,bachelor,534199,3,2,0,5,1,married,0.64
560,37,student,12,bachelor,43399,1,0,10,3,2,divorsed,0.51
561,55,worker,74,bachelor,494026,2,1,11,6,1,married,0.52
562,43,student,20,master,235505,3,1,1,6,2,married,0.5
563,31,worker,56,bachelor,358853,3,1,16,3,0,married,0.54
564,47,entrepreneur,76,master,1750485,3,1,2,13,3,married,0.76
565,30,student,21,bachelor,108405,4,1,3,5,4,married,0.44
566,18,worker,61,none,435514,0,0,1,3,1,single,0.61
567,24,unemployed,29,master,105400,3,1,18,3,0,single,0.5
568,18,student,17,none,37205,0,0,6,1,1,single,0.36
569,31,worker,77,bachelor,529805,2,0,19,4,0,married,0.59
570,35,unemployed,23,bachelor,61501,2,0,5,5,2,married,0.6
571,51,unemployed,25,bachelor,66075,5,1,4,5,3,married,0.52
572,38,student,7,bachelor,168644,2,1,6,5,1,divorsed,0.44
573,32,student,14,bachelor,175625,2,0,6,2,2,married,0.51
574,43,student,18,master,258091,5,2,4,4,3,single,0.5
575,18,entrepreneur,21,bachelor,1915976,2,0,6,10,0,single,0.6
576,37,entrepreneur,27,master,124721,3,2,6,4,2,married,0.38
577,42,worker,48,bachelor,251108,3,2,46,6,0,married,0.29
578,20,worker,36,none,585942,4,2,9,5,1,single,0.42
579,46,student,11,bachelor,77919,3,2,19,4,4,divorsed,0.38
580,38,worker,21,bachelor,407336,4,3,6,5,2,married,0.45
581,30,worker,85,bachelor,283695,3,2,8,4,2,married,0.51
582,41,entrepreneur,39,bachelor,1571136,3,1,0,11,3,married,0.65
583,57,worker,67,bachelor,321427,1,0,3,6,2,married,0.6
584,36,worker,25,bachelor,416003,3,1,16,5,2,married,0.47
585,37,worker,40,bachelor,543199,3,1,4,7,2,married,0.47
586,30,student,8,bachelor,62172,3,2,12,2,1,single,0.44
587,26,worker,15,bachelor,214481,6,2,0,2,3,single,0.58
588,43,student,12,bachelor,147673,1,0,8,5,3,single,0.54
589,26,worker,87,bachelor,438784,6,3,44,4,0,married,0.4
590,35,student,12,bachelor,41713,3,1,12,3,1,married,0.47
591,30,student,12,bachelor,197845,1,0,12,2,0,married,0.62
592,39,entrepreneur,154,bachelor,912018,5,1,6,8,2,divorsed,0.69
593,38,worker,35,bachelor,428594,7,5,3,5,2,married,0.52
594,45,worker,53,master,337091,2,1,5,5,2,married,0.57
595,29,entrepreneur,179,bachelor,1804305,5,3,7,11,2,married,0.73
596,32,worker,96,bachelor,352346,9,6,12,4,3,married,0.54
597,25,unemployed,26,bachelor,49776,2,1,1,4,0,single,0.45
598,30,student,18,bachelor,138047,2,0,4,3,3,married,0.46
599,38,entrepreneur,85,bachelor,310764,3,1,19,7,0,married,0.5
600,42,unemployed,11,phd,12455,3,2,0,4,0,married,0.44
601,25,entrepreneur,185,master,2463788,6,2,17,13,2,married,0.82
602,43,student,5,bachelor,159596,3,0,0,5,2,married,0.48
603,48,worker,29,master,377776,5,3,14,6,1,married,0.49
604,39,student,8,bachelor,69609,4,2,45,5,3,divorsed,0.29
605,53,worker,96,bachelor,432205,1,0,13,7,0,married,0.58
606,27,entrepreneur,18,master,945005,6,4,7,8,2,single,0.51
607,22,worker,11,bachelor,521778,2,1,1,5,0,single,0.58
608,18,worker,38,none,311962,2,1,0,2,2,single,0.47
609,49,worker,90,master,230346,3,2,5,4,1,divorsed,0.53
610,41,worker,43,master,406421,1,0,5,4,1,divorsed,0.58
611,34,entrepreneur,183,phd,523172,3,2,2,6,0,single,0.64
612,37,entrepreneur,156,master,896390,7,3,5,6,2,married,0.65
613,23,student,4,master,149770,4,3,3,4,0,single,0.51
614,59,worker,16,bachelor,305744,1,0,0,8,1,married,0.59
615,36,student,4,bachelor,61910,4,2,5,6,0,married,0.43
616,36,worker,69,master,525177,3,1,6,6,1,single,0.63
617,42,unemployed,11,phd,0,1,0,12,4,0,married,0.47
618,39,entrepreneur,142,bachelor,1340439,2,1,7,10,2,married,0.69
619,37,worker,61,phd,398034,2,0,23,4,2,married,0.51
620,27,worker,68,bachelor,602235,4,1,4,4,1,single,0.68
621,39,student,8,bachelor,114688,3,2,2,3,3,married,0.54
622,53,worker,43,bachelor,453467,2,1,0,8,1,single,0.58
623,48,student,21,bachelor,127740,1,0,4,4,2,single,0.59
624,50,worker,7,master,413299,5,2,0,6,3,single,0.57
625,29,student,1,bachelor,144037,3,1,6,5,1,married,0.4
626,25,worker,17,master,702136,3,2,22,5,0,single,0.41
627,33,student,7,bachelor,126529,2,1,7,2,0,married,0.41
628,35,unemployed,1,bachelor,52843,6,2,10,4,0,married,0.39
629,45,entrepreneur,116,master,1895246,2,1,21,14,2,married,0.63
630,18,worker,85,none,369063,3,1,1,4,1,single,0.59
631,50,student,14,master,244697,4,2,8,5,2,married,0.49
632,33,worker,41,bachelor,372280,2,0,4,4,1,married,0.54
633,30,student,3,bachelor,96281,3,2,8,4,1,single,0.43
634,24,worker,80,bachelor,580151,5,4,1,4,0,single,0.6
635,18,entrepreneur,163,bachelor,1178154,8,6,4,7,0,single,0.71
636,43,worker,87,master,500496,3,0,12,8,3,married,0.57
637,35,worker,96,master,666122,4,2,8,6,1,married,0.61
638,22,worker,67,master,669393,4,2,13,4,1,single,0.43
639,22,unemployed,1,bachelor,88589,3,2,5,2,0,single,0.49
640,31,unemployed,14,master,98770,5,4,1,3,0,married,0.49
641,51,worker,80,bachelor,632178,3,2,2,7,3,divorsed,0.68
642,32,worker,96,bachelor,209661,1,0,14,3,1,married,0.58
643,19,worker,54,none,393642,2,1,4,3,0,single,0.59
644,32,student,15,bachelor,143371,2,1,5,4,1,married,0.4
645,32,worker,92,bachelor,557453,2,1,17,6,2,single,0.5
646,18,worker,40,none,6812,4,3,2,1,2,single,0.51
647,34,student,19,bachelor,91109,3,2,16,4,2,married,0.45
648,32,student,14,master,97911,2,1,1,2,2,single,0.48
649,41,worker,29,master,344434,6,5,1,5,2,married,0.45
650,53,entrepreneur,71,master,1539609,5,3,4,12,1,married,0.64
651,46,worker,98,bachelor,409971,1,0,17,7,1,single,0.48
652,32,worker,82,master,450517,3,1,12,5,3,single,0.51
653,23,worker,53,bachelor,324977,4,2,14,1,0,single,0.53
654,60,worker,28,master,937566,1,0,2,9,3,single,0.53
655,35,worker,17,bachelor,737031,5,3,37,7,0,married,0.43
656,35,worker,46,bachelor,362711,3,1,1,3,1,divorsed,0.56
657,34,student,5,bachelor,96461,4,3,1,3,0,married,0.49
658,36,worker,56,master,345794,4,3,4,4,3,single,0.52
659,33,worker,28,master,105124,1,0,7,3,2,married,0.5
660,29,worker,36,master,482085,0,0,13,4,2,married,0.47
661,29,unemployed,12,bachelor,63904,2,1,10,4,2,married,0.52
662,34,student,20,bachelor,108596,4,3,21,3,1,married,0.41
663,29,worker,29,master,727687,3,2,9,6,2,married,0.63
664,27,worker,77,bachelor,254555,3,1,0,4,0,single,0.64
665,36,entrepreneur,20,master,1355340,1,0,6,9,1,married,0.59
666,32,worker,27,bachelor,400821,1,0,14,5,0,married,0.44
667,50,entrepreneur,143,phd,1801743,5,2,6,13,2,married,0.79
668,18,entrepreneur,88,bachelor,637302,5,3,1,5,0,single,0.63
669,45,worker,8,master,594065,2,1,12,6,3,single,0.45
670,47,worker,33,bachelor,597563,5,2,13,7,3,married,0.49
671,18,worker,95,none,259898,0,0,14,3,1,single,0.52
672,31,entrepreneur,128,master,2331864,4,2,4,15,3,married,0.78
673,31,student,13,master,98923,2,1,11,2,1,married,0.46
674,20,worker,20,none,223247,4,1,13,3,2,single,0.45
675,27,worker,13,bachelor,393415,7,5,4,5,0,single,0.53
676,23,worker,53,master,537127,5,2,5,3,0,single,0.52
677,52,worker,93,master,722282,3,1,6,7,2,married,0.58
678,44,worker,57,master,309932,5,2,9,6,3,single,0.49
679,47,student,22,master,177179,3,2,3,4,0,married,0.55
680,42,worker,42,phd,703213,4,2,1,7,2,married,0.62
681,23,worker,9,bachelor,429079,6,4,2,4,1,single,0.53
682,29,unemployed,22,bachelor,77179,2,1,7,2,1,single,0.47
683,39,worker,17,bachelor,456561,3,2,13,7,1,married,0.45
684,22,entrepreneur,158,master,0,8,5,20,1,0,single,0.54
685,42,worker,84,bachelor,509753,3,1,22,5,1,single,0.49
686,32,student,12,bachelor,142475,6,3,8,4,1,married,0.48
687,31,entrepreneur,48,bachelor,1487744,6,3,19,10,0,married,0.59
688,42,student,11,bachelor,80512,4,1,3,4,3,single,0.49
689,39,unemployed,18,master,89988,5,3,5,4,2,married,0.65
690,31,entrepreneur,18,master,772270,1,0,2,6,0,married,0.58
691,46,worker,97,master,477265,2,0,1,5,2,married,0.72
692,24,worker,60,bachelor,372646,5,1,11,5,1,single,0.59
693,41,worker,33,phd,1144802,2,0,2,8,3,married,0.63
694,40,worker,98,bachelor,412757,4,2,8,4,1,married,0.56
695,31,worker,42,master,502929,5,3,0,4,2,married,0.49
696,38,worker,89,bachelor,313598,4,2,1,6,1,married,0.62
697,22,worker,66,bachelor,221170,3,1,3,1,0,married,0.6
698,44,student,10,bachelor,81688,3,1,5,3,2,single,0.46
699,33,entrepreneur,125,bachelor,213953,1,0,2,5,0,married,0.61
700,29,entrepreneur,178,bachelor,1670898,3,1,12,9,0,single,0.73
701,45,worker,28,bachelor,575071,3,1,0,7,2,married,0.6
702,27,entrepreneur,191,bachelor,1468983,1,0,8,10,1,married,0.86
703,20,student,13,bachelor,80199,4,3,0,2,1,single,0.43
704,19,student,19,none,28240,1,0,23,2,1,single,0.37
705,41,worker,89,bachelor,325106,2,1,9,4,1,married,0.56
706,22,worker,16,bachelor,630817,6,3,11,6,0,single,0.53
707,52,worker,71,master,415089,2,1,12,6,3,single,0.57
708,18,entrepreneur,24,none,506151,4,2,7,3,0,single,0.57
709,51,unemployed,12,phd,114154,4,1,1,5,3,married,0.39
710,37,worker,46,bachelor,233520,3,1,5,5,0,married,0.51
711,34,entrepreneur,188,bachelor,750700,4,2,13,5,1,married,0.73
712,29,student,14,bachelor,123497,3,1,40,5,1,married,0.42
713,38,student,23,master,155021,2,0,3,4,3,divorsed,0.51
714,34,entrepreneur,193,bachelor,955501,4,3,10,8,2,single,0.68
715,46,worker,36,master,386293,2,1,40,5,3,married,0.34
716,36,worker,66,bachelor,256135,4,3,8,4,1,single,0.55
717,36,worker,63,bachelor,515726,4,3,16,3,2,married,0.56
718,31,worker,92,master,125243,1,0,8,4,0,single,0.59
719,34,student,20,master,137909,1,0,5,3,1,single,0.4
720,38,worker,91,bachelor,471405,4,1,11,4,2,single,0.59
721,18,student,21,none,13458,3,1,19,2,2,single,0.4
722,21,student,15,none,67270,7,3,15,0,2,single,0.44
723,42,worker,47,bachelor,273188,4,1,20,5,2,married,0.48
724,36,student,19,bachelor,53367,2,0,30,5,2,married,0.46
725,33,entrepreneur,166,bachelor,513573,0,0,13,4,2,single,0.66
726,35,student,11,bachelor,107592,3,1,18,3,1,married,0.42
727,38,student,4,master,65086,2,1,3,5,1,married,0.48
728,29,worker,57,bachelor,406704,2,1,1,3,0,married,0.65
729,27,worker,58,bachelor,181960,4,3,4,5,0,married,0.5
730,36,student,19,bachelor,11983,2,0,3,4,1,divorsed,0.55
731,25,student,5,master,89942,3,1,5,3,1,married,0.51
732,39,unemployed,11,master,59984,2,1,1,3,1,married,0.51
733,18,worker,58,none,325216,4,1,5,3,1,single,0.56
734,45,worker,7,bachelor,204488,2,0,17,5,3,married,0.45
735,39,worker,59,bachelor,301676,4,2,0,5,1,married,0.64
736,37,worker,89,master,395558,2,1,2,5,2,married,0.62
737,44,worker,82,bachelor,359873,7,3,5,5,1,married,0.6
738,51,worker,95,phd,335910,0,0,8,6,3,married,0.59
739,45,entrepreneur,174,bachelor,35708,2,1,5,5,2,married,0.72
740,18,student,13,none,133088,3,2,0,4,0,single,0.49
741,22,entrepreneur,103,master,2212146,0,0,10,12,1,single,0.78
742,28,student,8,master,92009,2,1,12,4,0,married,0.35
743,35,student,14,bachelor,107672,2,0,1,4,2,married,0.53
744,40,student,22,master,59847,1,0,0,4,1,married,0.5
745,27,student,17,bachelor,178303,1,0,8,3,0,married,0.48
746,36,unemployed,7,bachelor,72581,2,1,20,3,0,married,0.37
747,27,worker,16,master,202664,2,1,13,3,0,single,0.45
748,28,student,4,master,104175,2,1,6,3,0,married,0.55
749,20,unemployed,30,bachelor,0,3,1,4,2,2,single,0.5
750,25,entrepreneur,58,bachelor,629370,2,0,0,6,1,married,0.57
751,21,entrepreneur,122,bachelor,784879,7,5,15,3,2,single,0.57
752,25,unemployed,26,bachelor,11958,4,1,2,2,2,married,0.55
753,45,student,6,bachelor,92861,3,1,44,5,2,married,0.3
754,25,entrepreneur,128,bachelor,648053,1,0,0,6,2,married,0.72
755,61,worker,69,bachelor,177681,5,3,21,6,4,single,0.36
756,39,entrepreneur,93,phd,1290733,3,2,2,9,2,single,0.62
757,36,entrepreneur,75,bachelor,653865,6,2,23,7,2,married,0.53
758,26,worker,97,bachelor,157260,3,1,5,2,0,married,0.5
759,42,entrepreneur,23,master,0,1,0,2,2,2,married,0.54
760,29,worker,17,master,499358,4,1,1,6,1,single,0.51
761,36,worker,41,bachelor,145406,4,2,1,5,0,married,0.48
762,60,student,10,bachelor,153052,4,3,28,6,4,married,0.38
763,34,unemployed,20,master,126440,1,0,3,3,1,married,0.55
764,46,worker,75,bachelor,443896,7,2,35,8,1,married,0.5
765,27,worker,90,bachelor,598246,2,1,17,6,0,single,0.59
766,34,worker,79,master,172481,3,1,13,3,3,single,0.54
767,52,unemployed,26,bachelor,61904,3,1,12,5,1,married,0.53
768,28,worker,52,master,528593,1,0,22,4,1,married,0.46
769,53,entrepreneur,172,master,916692,2,1,2,10,3,married,0.67
770,42,entrepreneur,92,phd,1743066,1,0,23,10,1,married,0.58
771,29,worker,72,bachelor,744514,4,2,5,5,1,married,0.64
772,41,worker,48,phd,640675,4,1,13,7,2,married,0.5
773,44,entrepreneur,157,bachelor,632369,2,1,15,7,1,divorsed,0.6
774,41,unemployed,9,bachelor,51518,4,3,18,3,0,married,0.39
775,19,entrepreneur,64,none,697826,0,0,5,6,1,single,0.57
776,27,student,8,bachelor,129015,1,0,2,3,0,married,0.48
777,32,entrepreneur,50,bachelor,0,5,3,20,2,0,married,0.4
778,34,worker,77,bachelor,409338,3,1,0,5,2,single,0.63
779,41,worker,39,bachelor,417105,5,3,8,6,1,married,0.56
780,36,entrepreneur,48,bachelor,1094318,2,0,14,9,1,married,0.55
781,21,student,8,none,68853,3,1,20,2,1,single,0.31
782,38,entrepreneur,108,bachelor,929573,4,1,1,9,2,single,0.7
783,41,worker,54,master,412111,3,2,6,5,2,married,0.47
784,40,entrepreneur,139,master,172624,3,1,11,6,1,married,0.58
785,45,student,9,phd,128674,3,2,23,3,3,married,0.43
786,43,worker,45,bachelor,568447,2,1,9,5,0,married,0.61
787,39,entrepreneur,157,phd,1728423,3,1,2,11,3,married,0.72
788,34,student,9,bachelor,45352,2,1,1,4,1,single,0.53
789,18,student,8,bachelor,94127,4,2,5,1,0,single,0.37
790,39,unemployed,3,bachelor,7895,2,1,1,3,3,married,0.46
791,37,worker,7,master,637033,6,2,12,5,1,married,0.5
792,37,unemployed,18,master,124414,2,1,7,3,1,married,0.43
793,22,student,9,bachelor,74236,4,3,2,2,0,single,0.49
794,24,worker,54,bachelor,638262,1,0,9,6,1,single,0.55
795,45,entrepreneur,64,master,496202,5,2,0,7,3,married,0.58
796,34,worker,24,bachelor,396442,2,1,9,4,1,married,0.51
